fileID	Analysis round	Database	Kr2 confidence	Senterica reads in library	S.ent reads correctly IDed	S.ent reads assigned higher	Unclassified	S.ent reads incorrectly assigned	Tot reads IDed as Salm	False positives	Hits to SSRs	S.ent hits to SSRs	SSRs False Pos	Recall_Kr2	Recall_SSRs	Precision Kr2	Precision SSRs
salm10000rep20_kr2std_c1	Round1-2	kr2std	c1	10000	790	4265	4759	186	790	0	195	195	0	0.079	0.0195	1.0	1.0
salm10000rep4_kr2std_c0	Round1-2	kr2std	c0	10000	9905	76	0	19	15850	5945	970	941	29	0.9905	0.0941	0.6249211356466877	0.9701030927835051
salm10000rep4_kr2std_c0.25	Round1-2	kr2std	c0.25	10000	9391	549	0	60	9571	180	933	933	0	0.9391	0.0933	0.9811931877546756	1.0
salm10000rep4_kr2std_c0.5	Round1-2	kr2std	c0.5	10000	8329	1573	2	96	8360	31	906	906	0	0.8329	0.0906	0.9962918660287081	1.0
salm10000rep4_kr2std_c0.75	Round1-2	kr2std	c0.75	10000	5649	3998	216	137	5655	6	744	744	0	0.5649	0.0744	0.9989389920424403	1.0
salm10000rep4_kr2std_c1	Round1-2	kr2std	c1	10000	825	4312	4726	137	825	0	198	198	0	0.0825	0.0198	1.0	1.0
salm100rep17_kr2std_c0	Round1-2	kr2std	c0	100	98	2	0	0	5890	5792	51	10	41	0.98	0.1	0.016638370118845502	0.19607843137254902
salm100rep17_kr2std_c0.25	Round1-2	kr2std	c0.25	100	91	9	0	0	254	163	10	10	0	0.91	0.1	0.35826771653543305	1.0
salm100rep17_kr2std_c0.5	Round1-2	kr2std	c0.5	100	84	16	0	0	113	29	10	10	0	0.84	0.1	0.7433628318584071	1.0
salm100rep17_kr2std_c0.75	Round1-2	kr2std	c0.75	100	55	42	2	1	59	4	6	6	0	0.55	0.06	0.9322033898305084	1.0
salm100rep17_kr2std_c1	Round1-2	kr2std	c1	100	8	47	45	0	8	0	4	4	0	0.08	0.04	1.0	1.0
salm100rep18_kr2std_c0	Round1-2	kr2std	c0	100	97	3	0	0	5957	5860	52	9	43	0.97	0.09	0.016283364109451064	0.17307692307692307
salm100rep18_kr2std_c0.25	Round1-2	kr2std	c0.25	100	93	6	0	1	256	163	9	9	0	0.93	0.09	0.36328125	1.0
salm100rep18_kr2std_c0.5	Round1-2	kr2std	c0.5	100	86	12	0	2	115	29	9	9	0	0.86	0.09	0.7478260869565218	1.0
salm100rep18_kr2std_c0.75	Round1-2	kr2std	c0.75	100	59	36	3	2	62	3	6	6	0	0.59	0.06	0.9516129032258065	1.0
salm100rep18_kr2std_c1	Round1-2	kr2std	c1	100	10	41	45	4	10	0	2	2	0	0.1	0.02	1.0	1.0
salm10000rep10_kr2std_c0	Round1-2	kr2std	c0	10000	9890	93	0	17	15721	5831	972	930	42	0.989	0.093	0.629094841295083	0.9567901234567902
salm10000rep10_kr2std_c0.25	Round1-2	kr2std	c0.25	10000	9353	589	1	57	9525	172	916	916	0	0.9353	0.0916	0.9819422572178478	1.0
salm10000rep10_kr2std_c0.5	Round1-2	kr2std	c0.5	10000	8245	1651	5	99	8274	29	887	887	0	0.8245	0.0887	0.996495044718395	1.0
salm10000rep10_kr2std_c0.75	Round1-2	kr2std	c0.75	10000	5643	4020	199	138	5649	6	736	736	0	0.5643	0.0736	0.9989378651088688	1.0
salm10000rep10_kr2std_c1	Round1-2	kr2std	c1	10000	809	4237	4780	174	809	0	202	202	0	0.0809	0.0202	1.0	1.0
salm100000rep14_kr2std_c0	Round1-2	kr2std	c0	100000	98866	910	0	224	104663	5797	9571	9528	43	0.98866	0.09528	0.9446127093624299	0.9955072615191725
salm100000rep14_kr2std_c0.25	Round1-2	kr2std	c0.25	100000	93400	6005	3	592	93575	175	9426	9426	0	0.934	0.09426	0.9981298423724285	1.0
salm100000rep14_kr2std_c0.5	Round1-2	kr2std	c0.5	100000	82595	16409	35	961	82626	31	9070	9070	0	0.82595	0.0907	0.9996248154333987	1.0
salm100000rep14_kr2std_c0.75	Round1-2	kr2std	c0.75	100000	56690	39887	2053	1370	56695	5	7579	7579	0	0.5669	0.07579	0.9999118088014816	1.0
salm100000rep14_kr2std_c1	Round1-2	kr2std	c1	100000	8076	42903	47245	1776	8076	0	1939	1939	0	0.08076	0.01939	1.0	1.0
salm100000rep8_kr2std_c0	Round1-2	kr2std	c0	100000	98842	923	0	235	104524	5682	9443	9401	42	0.98842	0.09401	0.9456392790172592	0.9955522609340252
salm100000rep8_kr2std_c0.25	Round1-2	kr2std	c0.25	100000	93356	6013	1	630	93522	166	9287	9287	0	0.93356	0.09287	0.9982250165736404	1.0
salm100000rep8_kr2std_c0.5	Round1-2	kr2std	c0.5	100000	82387	16559	29	1025	82415	28	8943	8943	0	0.82387	0.08943	0.9996602560213553	1.0
salm100000rep8_kr2std_c0.75	Round1-2	kr2std	c0.75	100000	56334	40108	2098	1460	56337	3	7517	7517	0	0.56334	0.07517	0.9999467490281697	1.0
salm100000rep8_kr2std_c1	Round1-2	kr2std	c1	100000	7886	43007	47351	1756	7886	0	1873	1873	0	0.07886	0.01873	1.0	1.0
salm100rep3_kr2std_c0	Round1-2	kr2std	c0	100	100	0	0	0	5886	5786	50	11	39	1.0	0.11	0.016989466530750934	0.22
salm100rep3_kr2std_c0.25	Round1-2	kr2std	c0.25	100	97	3	0	0	275	178	11	11	0	0.97	0.11	0.3527272727272727	1.0
salm100rep3_kr2std_c0.5	Round1-2	kr2std	c0.5	100	84	16	0	0	130	46	11	11	0	0.84	0.11	0.6461538461538462	1.0
salm100rep3_kr2std_c0.75	Round1-2	kr2std	c0.75	100	52	47	0	1	58	6	10	10	0	0.52	0.1	0.896551724137931	1.0
salm100rep3_kr2std_c1	Round1-2	kr2std	c1	100	6	51	41	2	6	0	3	3	0	0.06	0.03	1.0	1.0
salm100000rep7_kr2std_c0	Round1-2	kr2std	c0	100000	98844	911	0	245	104618	5774	9648	9605	43	0.98844	0.09605	0.9448087327228584	0.9955431177446102
salm100000rep7_kr2std_c0.25	Round1-2	kr2std	c0.25	100000	93299	6063	1	637	93452	153	9490	9490	0	0.93299	0.0949	0.9983627958738176	1.0
salm100000rep7_kr2std_c0.5	Round1-2	kr2std	c0.5	100000	82456	16508	31	1005	82490	34	9148	9148	0	0.82456	0.09148	0.9995878288277367	1.0
salm100000rep7_kr2std_c0.75	Round1-2	kr2std	c0.75	100000	56497	40063	2022	1418	56501	4	7717	7717	0	0.56497	0.07717	0.9999292047928355	1.0
salm100000rep7_kr2std_c1	Round1-2	kr2std	c1	100000	8058	42443	47773	1726	8058	0	2004	2004	0	0.08058	0.02004	1.0	1.0
salm100rep15_kr2std_c0	Round1-2	kr2std	c0	100	100	0	0	0	5903	5803	37	4	33	1.0	0.04	0.01694053870913095	0.10810810810810811
salm100rep15_kr2std_c0.25	Round1-2	kr2std	c0.25	100	97	3	0	0	270	173	4	4	0	0.97	0.04	0.3592592592592593	1.0
salm100rep15_kr2std_c0.5	Round1-2	kr2std	c0.5	100	84	16	0	0	121	37	4	4	0	0.84	0.04	0.6942148760330579	1.0
salm100rep15_kr2std_c0.75	Round1-2	kr2std	c0.75	100	58	39	3	0	63	5	4	4	0	0.58	0.04	0.9206349206349206	1.0
salm100rep15_kr2std_c1	Round1-2	kr2std	c1	100	9	40	49	2	9	0	0	0	0	0.09	0.0	1.0	0.0
salm10000rep9_kr2std_c0	Round1-2	kr2std	c0	10000	9902	77	0	21	15648	5746	1006	972	34	0.9902	0.0972	0.6327965235173824	0.9662027833001988
salm10000rep9_kr2std_c0.25	Round1-2	kr2std	c0.25	10000	9345	587	0	68	9498	153	956	956	0	0.9345	0.0956	0.9838913455464309	1.0
salm10000rep9_kr2std_c0.5	Round1-2	kr2std	c0.5	10000	8235	1658	4	103	8268	33	920	920	0	0.8235	0.092	0.9960087082728593	1.0
salm10000rep9_kr2std_c0.75	Round1-2	kr2std	c0.75	10000	5687	3973	196	144	5689	2	757	757	0	0.5687	0.0757	0.9996484443663209	1.0
salm10000rep9_kr2std_c1	Round1-2	kr2std	c1	10000	795	4329	4682	194	795	0	199	199	0	0.0795	0.0199	1.0	1.0
salm10000rep6_kr2std_c0	Round1-2	kr2std	c0	10000	9885	100	0	15	15556	5671	990	960	30	0.9885	0.096	0.6354461301105683	0.9696969696969697
salm10000rep6_kr2std_c0.25	Round1-2	kr2std	c0.25	10000	9342	593	1	64	9507	165	950	950	0	0.9342	0.095	0.9826443673082992	1.0
salm10000rep6_kr2std_c0.5	Round1-2	kr2std	c0.5	10000	8232	1661	4	103	8258	26	917	917	0	0.8232	0.0917	0.9968515379026399	1.0
salm10000rep6_kr2std_c0.75	Round1-2	kr2std	c0.75	10000	5588	4030	242	140	5589	1	760	760	0	0.5588	0.076	0.9998210771157631	1.0
salm10000rep6_kr2std_c1	Round1-2	kr2std	c1	10000	818	4236	4772	174	818	0	186	186	0	0.0818	0.0186	1.0	1.0
salm100000rep16_kr2std_c0	Round1-2	kr2std	c0	100000	98842	944	0	214	104570	5728	9662	9620	42	0.98842	0.0962	0.9452232954002104	0.9956530738977437
salm100000rep16_kr2std_c0.25	Round1-2	kr2std	c0.25	100000	93418	6017	3	562	93576	158	9512	9512	0	0.93418	0.09512	0.9983115328716765	1.0
salm100000rep16_kr2std_c0.5	Round1-2	kr2std	c0.5	100000	82560	16468	37	935	82590	30	9166	9166	0	0.8256	0.09166	0.9996367598982928	1.0
salm100000rep16_kr2std_c0.75	Round1-2	kr2std	c0.75	100000	56663	39961	2058	1318	56666	3	7739	7739	0	0.56663	0.07739	0.9999470582006847	1.0
salm100000rep16_kr2std_c1	Round1-2	kr2std	c1	100000	8029	43045	47281	1645	8029	0	1981	1981	0	0.08029	0.01981	1.0	1.0
salm100000rep19_kr2std_c0	Round1-2	kr2std	c0	100000	98837	953	0	210	104589	5752	9544	9510	34	0.98837	0.0951	0.945003776687797	0.9964375523889355
salm100000rep19_kr2std_c0.25	Round1-2	kr2std	c0.25	100000	93279	6146	0	575	93434	155	9384	9384	0	0.93279	0.09384	0.9983410749834107	1.0
salm100000rep19_kr2std_c0.5	Round1-2	kr2std	c0.5	100000	82460	16563	26	951	82489	29	9027	9027	0	0.8246	0.09027	0.999648437973548	1.0
salm100000rep19_kr2std_c0.75	Round1-2	kr2std	c0.75	100000	56395	40129	2102	1374	56398	3	7626	7626	0	0.56395	0.07626	0.9999468066243484	1.0
salm100000rep19_kr2std_c1	Round1-2	kr2std	c1	100000	7765	42815	47757	1663	7765	0	1910	1910	0	0.07765	0.0191	1.0	1.0
salm100rep1_kr2std_c0	Round1-2	kr2std	c0	100	99	0	0	1	5850	5751	52	14	38	0.99	0.14	0.016923076923076923	0.2692307692307692
salm100rep1_kr2std_c0.25	Round1-2	kr2std	c0.25	100	95	4	0	1	248	153	14	14	0	0.95	0.14	0.38306451612903225	1.0
salm100rep1_kr2std_c0.5	Round1-2	kr2std	c0.5	100	84	13	0	3	117	33	14	14	0	0.84	0.14	0.717948717948718	1.0
salm100rep1_kr2std_c0.75	Round1-2	kr2std	c0.75	100	56	39	2	3	59	3	12	12	0	0.56	0.12	0.9491525423728814	1.0
salm100rep1_kr2std_c1	Round1-2	kr2std	c1	100	7	44	46	3	7	0	6	6	0	0.07	0.06	1.0	1.0
salm100000rep5_kr2std_c0	Round1-2	kr2std	c0	100000	98836	948	0	216	104591	5755	9584	9542	42	0.98836	0.09542	0.944976145175015	0.9956176961602671
salm100000rep5_kr2std_c0.25	Round1-2	kr2std	c0.25	100000	93411	5981	1	607	93576	165	9421	9421	0	0.93411	0.09421	0.9982367273659912	1.0
salm100000rep5_kr2std_c0.5	Round1-2	kr2std	c0.5	100000	82509	16446	32	1013	82541	32	9048	9048	0	0.82509	0.09048	0.9996123138803746	1.0
salm100000rep5_kr2std_c0.75	Round1-2	kr2std	c0.75	100000	56694	39750	2137	1419	56698	4	7678	7678	0	0.56694	0.07678	0.9999294507742778	1.0
salm100000rep5_kr2std_c1	Round1-2	kr2std	c1	100000	7941	42929	47398	1732	7941	0	1921	1921	0	0.07941	0.01921	1.0	1.0
salm10000rep12_kr2std_c0	Round1-2	kr2std	c0	10000	9880	94	0	26	15671	5791	1006	959	47	0.988	0.0959	0.6304639142364877	0.9532803180914513
salm10000rep12_kr2std_c0.25	Round1-2	kr2std	c0.25	10000	9294	650	0	56	9467	173	949	949	0	0.9294	0.0949	0.9817259955635365	1.0
salm10000rep12_kr2std_c0.5	Round1-2	kr2std	c0.5	10000	8213	1683	5	99	8243	30	907	907	0	0.8213	0.0907	0.9963605483440495	1.0
salm10000rep12_kr2std_c0.75	Round1-2	kr2std	c0.75	10000	5643	4009	217	131	5646	3	774	774	0	0.5643	0.0774	0.9994686503719448	1.0
salm10000rep12_kr2std_c1	Round1-2	kr2std	c1	10000	840	4327	4669	164	840	0	195	195	0	0.084	0.0195	1.0	1.0
