fileID	Analysis round	Database	Kr2 confidence	Senterica reads in library	S.ent reads correctly IDed	S.ent reads assigned higher	Unclassified	S.ent reads incorrectly assigned	Tot reads IDed as Salm	False positives	Hits to SSRs	S.ent hits to SSRs	SSRs False Pos	Recall_Kr2	Recall_SSRs	Precision Kr2	Precision SSRs
salm10000rep13_kr2std_c0.25	Round1-2	kr2std	c0.25	10000	9340	617	0	43	9509	169	926	926	0	0.934	0.0926	0.9822273635503207	1.0
salm10000rep13_kr2std_c0.5	Round1-2	kr2std	c0.5	10000	8311	1609	5	75	8341	30	889	889	0	0.8311	0.0889	0.9964033089557607	1.0
salm10000rep13_kr2std_c0.75	Round1-2	kr2std	c0.75	10000	5673	3979	234	114	5676	3	751	751	0	0.5673	0.0751	0.9994714587737844	1.0
salm10000rep13_kr2std_c1	Round1-2	kr2std	c1	10000	769	4294	4784	153	769	0	191	191	0	0.0769	0.0191	1.0	1.0
salm100000rep18_kr2std_c0	Round1-2	kr2std	c0	100000	98823	962	0	215	104574	5751	9670	9630	40	0.98823	0.0963	0.9450054506856389	0.9958634953464323
salm100000rep18_kr2std_c0.25	Round1-2	kr2std	c0.25	100000	93362	6040	1	597	93517	155	9526	9526	0	0.93362	0.09526	0.9983425473443331	1.0
salm100000rep18_kr2std_c0.5	Round1-2	kr2std	c0.5	100000	82638	16360	29	973	82666	28	9177	9177	0	0.82638	0.09177	0.999661287591029	1.0
salm100000rep18_kr2std_c0.75	Round1-2	kr2std	c0.75	100000	56571	39995	2041	1393	56573	2	7760	7760	0	0.56571	0.0776	0.9999646474466618	1.0
salm100000rep18_kr2std_c1	Round1-2	kr2std	c1	100000	7830	43085	47320	1765	7830	0	1982	1982	0	0.0783	0.01982	1.0	1.0
salm100000rep17_kr2std_c0	Round1-2	kr2std	c0	100000	98856	923	0	221	104579	5723	9505	9463	42	0.98856	0.09463	0.9452758201933467	0.9955812730142031
salm100000rep17_kr2std_c0.25	Round1-2	kr2std	c0.25	100000	93551	5866	0	583	93721	170	9364	9364	0	0.93551	0.09364	0.998186105568656	1.0
salm100000rep17_kr2std_c0.5	Round1-2	kr2std	c0.5	100000	82569	16432	36	963	82602	33	8998	8998	0	0.82569	0.08998	0.9996004939347716	1.0
salm100000rep17_kr2std_c0.75	Round1-2	kr2std	c0.75	100000	56570	39969	2067	1394	56572	2	7602	7602	0	0.5657	0.07602	0.9999646468217492	1.0
salm100000rep17_kr2std_c1	Round1-2	kr2std	c1	100000	8045	42966	47336	1653	8045	0	1980	1980	0	0.08045	0.0198	1.0	1.0
salm100000rep4_kr2std_c0	Round1-2	kr2std	c0	100000	98846	934	0	220	104628	5782	9450	9409	41	0.98846	0.09409	0.9447375463547043	0.9956613756613757
salm100000rep4_kr2std_c0.25	Round1-2	kr2std	c0.25	100000	93396	6004	3	597	93550	154	9309	9309	0	0.93396	0.09309	0.9983538214858364	1.0
salm100000rep4_kr2std_c0.5	Round1-2	kr2std	c0.5	100000	82512	16478	24	986	82547	35	8985	8985	0	0.82512	0.08985	0.9995759991277696	1.0
salm100000rep4_kr2std_c0.75	Round1-2	kr2std	c0.75	100000	56520	40009	2052	1419	56521	1	7548	7548	0	0.5652	0.07548	0.9999823074609437	1.0
salm100000rep4_kr2std_c1	Round1-2	kr2std	c1	100000	7952	42745	47551	1752	7952	0	1960	1960	0	0.07952	0.0196	1.0	1.0
salm10000rep7_kr2std_c0	Round1-2	kr2std	c0	10000	9881	102	0	17	15729	5848	954	914	40	0.9881	0.0914	0.6282026829423358	0.9580712788259959
salm10000rep7_kr2std_c0.25	Round1-2	kr2std	c0.25	10000	9369	574	0	57	9522	153	901	901	0	0.9369	0.0901	0.9839319470699432	1.0
salm10000rep7_kr2std_c0.5	Round1-2	kr2std	c0.5	10000	8290	1605	5	100	8322	32	861	861	0	0.829	0.0861	0.9961547704878635	1.0
salm10000rep7_kr2std_c0.75	Round1-2	kr2std	c0.75	10000	5597	4053	213	137	5599	2	704	704	0	0.5597	0.0704	0.9996427933559564	1.0
salm10000rep7_kr2std_c1	Round1-2	kr2std	c1	10000	815	4338	4679	168	815	0	170	170	0	0.0815	0.017	1.0	1.0
salm10000rep8_kr2std_c0	Round1-2	kr2std	c0	10000	9889	89	0	22	15700	5811	1008	977	31	0.9889	0.0977	0.6298726114649682	0.9692460317460317
salm10000rep8_kr2std_c0.25	Round1-2	kr2std	c0.25	10000	9313	639	0	48	9468	155	966	966	0	0.9313	0.0966	0.9836290663286861	1.0
salm10000rep8_kr2std_c0.5	Round1-2	kr2std	c0.5	10000	8220	1685	2	93	8243	23	941	941	0	0.822	0.0941	0.997209753730438	1.0
salm10000rep8_kr2std_c0.75	Round1-2	kr2std	c0.75	10000	5612	4064	197	127	5616	4	798	798	0	0.5612	0.0798	0.9992877492877493	1.0
salm10000rep8_kr2std_c1	Round1-2	kr2std	c1	10000	792	4238	4808	162	792	0	203	203	0	0.0792	0.0203	1.0	1.0
salm100rep14_kr2std_c0	Round1-2	kr2std	c0	100	99	0	0	1	5933	5834	54	8	46	0.99	0.08	0.016686330692735545	0.14814814814814814
salm100rep14_kr2std_c0.25	Round1-2	kr2std	c0.25	100	94	6	0	0	247	153	8	8	0	0.94	0.08	0.3805668016194332	1.0
salm100rep14_kr2std_c0.5	Round1-2	kr2std	c0.5	100	83	17	0	0	109	26	8	8	0	0.83	0.08	0.7614678899082569	1.0
salm100rep14_kr2std_c0.75	Round1-2	kr2std	c0.75	100	57	40	3	0	59	2	8	8	0	0.57	0.08	0.9661016949152542	1.0
salm100rep14_kr2std_c1	Round1-2	kr2std	c1	100	12	44	43	1	12	0	3	3	0	0.12	0.03	1.0	1.0
salm100rep12_kr2std_c0	Round1-2	kr2std	c0	100	99	1	0	0	5988	5889	46	13	33	0.99	0.13	0.016533066132264528	0.2826086956521739
salm100rep12_kr2std_c0.25	Round1-2	kr2std	c0.25	100	89	11	0	0	241	152	13	13	0	0.89	0.13	0.36929460580912865	1.0
salm100rep12_kr2std_c0.5	Round1-2	kr2std	c0.5	100	81	19	0	0	110	29	12	12	0	0.81	0.12	0.7363636363636363	1.0
salm100rep12_kr2std_c0.75	Round1-2	kr2std	c0.75	100	52	44	2	2	55	3	10	10	0	0.52	0.1	0.9454545454545454	1.0
salm100rep12_kr2std_c1	Round1-2	kr2std	c1	100	4	43	52	1	4	0	1	1	0	0.04	0.01	1.0	1.0
salm10000rep1_kr2std_c0	Round1-2	kr2std	c0	10000	9883	94	0	23	15662	5779	1005	966	39	0.9883	0.0966	0.6310177499680756	0.9611940298507463
salm10000rep1_kr2std_c0.25	Round1-2	kr2std	c0.25	10000	9356	577	0	67	9542	186	955	955	0	0.9356	0.0955	0.9805072311884301	1.0
salm10000rep1_kr2std_c0.5	Round1-2	kr2std	c0.5	10000	8265	1619	6	110	8300	35	910	910	0	0.8265	0.091	0.9957831325301205	1.0
salm10000rep1_kr2std_c0.75	Round1-2	kr2std	c0.75	10000	5659	3969	218	154	5665	6	763	763	0	0.5659	0.0763	0.9989408649602824	1.0
salm10000rep1_kr2std_c1	Round1-2	kr2std	c1	10000	771	4329	4727	173	771	0	207	207	0	0.0771	0.0207	1.0	1.0
salm100rep9_kr2std_c0	Round1-2	kr2std	c0	100	100	0	0	0	5838	5738	45	11	34	1.0	0.11	0.0171291538198013	0.24444444444444444
salm100rep9_kr2std_c0.25	Round1-2	kr2std	c0.25	100	94	5	0	1	245	151	10	10	0	0.94	0.1	0.3836734693877551	1.0
salm100rep9_kr2std_c0.5	Round1-2	kr2std	c0.5	100	84	15	0	1	116	32	10	10	0	0.84	0.1	0.7241379310344828	1.0
salm100rep9_kr2std_c0.75	Round1-2	kr2std	c0.75	100	56	40	3	1	59	3	10	10	0	0.56	0.1	0.9491525423728814	1.0
salm100rep9_kr2std_c1	Round1-2	kr2std	c1	100	8	42	49	1	8	0	3	3	0	0.08	0.03	1.0	1.0
salm100000rep2_kr2std_c0	Round1-2	kr2std	c0	100000	98851	918	0	231	104595	5744	9511	9466	45	0.98851	0.09466	0.9450834169893398	0.9952686363158448
salm100000rep2_kr2std_c0.25	Round1-2	kr2std	c0.25	100000	93421	5980	2	597	93590	169	9341	9341	0	0.93421	0.09341	0.9981942515225986	1.0
salm100000rep2_kr2std_c0.5	Round1-2	kr2std	c0.5	100000	82405	16601	31	963	82435	30	8973	8973	0	0.82405	0.08973	0.9996360769090799	1.0
salm100000rep2_kr2std_c0.75	Round1-2	kr2std	c0.75	100000	56488	40101	2019	1392	56492	4	7578	7578	0	0.56488	0.07578	0.9999291935141259	1.0
salm100000rep2_kr2std_c1	Round1-2	kr2std	c1	100000	7870	43143	47325	1662	7870	0	1930	1930	0	0.0787	0.0193	1.0	1.0
salm100rep6_kr2std_c0	Round1-2	kr2std	c0	100	96	3	0	1	5934	5838	50	14	36	0.96	0.14	0.016177957532861477	0.28
salm100rep6_kr2std_c0.25	Round1-2	kr2std	c0.25	100	92	7	0	1	251	159	14	14	0	0.92	0.14	0.3665338645418327	1.0
salm100rep6_kr2std_c0.5	Round1-2	kr2std	c0.5	100	84	15	0	1	115	31	14	14	0	0.84	0.14	0.7304347826086957	1.0
salm100rep6_kr2std_c0.75	Round1-2	kr2std	c0.75	100	60	35	3	2	62	2	11	11	0	0.6	0.11	0.967741935483871	1.0
salm100rep6_kr2std_c1	Round1-2	kr2std	c1	100	10	39	50	1	10	0	1	1	0	0.1	0.01	1.0	1.0
salm100000rep11_kr2std_c0	Round1-2	kr2std	c0	100000	98860	927	0	213	104576	5716	9559	9526	33	0.9886	0.09526	0.9453411872705019	0.996547756041427
salm100000rep11_kr2std_c0.25	Round1-2	kr2std	c0.25	100000	93464	5912	1	623	93641	177	9412	9412	0	0.93464	0.09412	0.9981098023301759	1.0
salm100000rep11_kr2std_c0.5	Round1-2	kr2std	c0.5	100000	82615	16335	27	1023	82648	33	9061	9061	0	0.82615	0.09061	0.9996007162907753	1.0
salm100000rep11_kr2std_c0.75	Round1-2	kr2std	c0.75	100000	56653	39826	2070	1451	56656	3	7621	7621	0	0.56653	0.07621	0.9999470488562553	1.0
salm100000rep11_kr2std_c1	Round1-2	kr2std	c1	100000	7990	42807	47451	1752	7990	0	1859	1859	0	0.0799	0.01859	1.0	1.0
salm10000rep15_kr2std_c0	Round1-2	kr2std	c0	10000	9877	104	0	19	15655	5778	972	928	44	0.9877	0.0928	0.6309166400511019	0.9547325102880658
salm10000rep15_kr2std_c0.25	Round1-2	kr2std	c0.25	10000	9319	629	0	52	9487	168	918	918	0	0.9319	0.0918	0.9822915568672921	1.0
salm10000rep15_kr2std_c0.5	Round1-2	kr2std	c0.5	10000	8162	1748	3	87	8195	33	875	875	0	0.8162	0.0875	0.9959731543624161	1.0
salm10000rep15_kr2std_c0.75	Round1-2	kr2std	c0.75	10000	5641	4024	198	137	5645	4	726	726	0	0.5641	0.0726	0.9992914083259522	1.0
salm10000rep15_kr2std_c1	Round1-2	kr2std	c1	10000	815	4279	4744	162	815	0	199	199	0	0.0815	0.0199	1.0	1.0
salm10000rep3_kr2std_c0	Round1-2	kr2std	c0	10000	9901	87	0	12	15739	5838	976	934	42	0.9901	0.0934	0.6290742740961942	0.9569672131147541
salm10000rep3_kr2std_c0.25	Round1-2	kr2std	c0.25	10000	9371	585	0	44	9537	166	920	920	0	0.9371	0.092	0.9825941071615812	1.0
salm10000rep3_kr2std_c0.5	Round1-2	kr2std	c0.5	10000	8305	1617	0	78	8338	33	892	892	0	0.8305	0.0892	0.996042216358839	1.0
salm10000rep3_kr2std_c0.75	Round1-2	kr2std	c0.75	10000	5642	4064	181	113	5645	3	749	749	0	0.5642	0.0749	0.9994685562444642	1.0
salm10000rep3_kr2std_c1	Round1-2	kr2std	c1	10000	808	4364	4647	181	808	0	220	220	0	0.0808	0.022	1.0	1.0
salm100rep10_kr2std_c0	Round1-2	kr2std	c0	100	96	2	0	2	5990	5894	44	7	37	0.96	0.07	0.016026711185308847	0.1590909090909091
salm100rep10_kr2std_c0.25	Round1-2	kr2std	c0.25	100	92	5	0	3	273	181	6	6	0	0.92	0.06	0.336996336996337	1.0
salm100rep10_kr2std_c0.5	Round1-2	kr2std	c0.5	100	82	15	0	3	116	34	6	6	0	0.82	0.06	0.7068965517241379	1.0
salm100rep10_kr2std_c0.75	Round1-2	kr2std	c0.75	100	54	42	1	3	59	5	5	5	0	0.54	0.05	0.9152542372881356	1.0
salm100rep10_kr2std_c1	Round1-2	kr2std	c1	100	10	46	41	3	10	0	1	1	0	0.1	0.01	1.0	1.0
salm10000rep17_kr2std_c0	Round1-2	kr2std	c0	10000	9895	90	0	15	15857	5962	1060	1024	36	0.9895	0.1024	0.6240146307624393	0.9660377358490566
salm10000rep17_kr2std_c0.25	Round1-2	kr2std	c0.25	10000	9346	603	0	51	9521	175	1007	1007	0	0.9346	0.1007	0.9816195777754437	1.0
salm10000rep17_kr2std_c0.5	Round1-2	kr2std	c0.5	10000	8208	1696	6	90	8241	33	965	965	0	0.8208	0.0965	0.995995631598107	1.0
salm10000rep17_kr2std_c0.75	Round1-2	kr2std	c0.75	10000	5590	4058	222	130	5592	2	820	820	0	0.559	0.082	0.9996423462088698	1.0
salm10000rep17_kr2std_c1	Round1-2	kr2std	c1	10000	803	4315	4698	184	803	0	202	202	0	0.0803	0.0202	1.0	1.0
salm10000rep18_kr2std_c0	Round1-2	kr2std	c0	10000	9868	112	0	20	15660	5792	1004	961	43	0.9868	0.0961	0.6301404853128991	0.9571713147410359
salm10000rep18_kr2std_c0.25	Round1-2	kr2std	c0.25	10000	9347	590	0	63	9504	157	952	952	0	0.9347	0.0952	0.9834806397306397	1.0
salm10000rep18_kr2std_c0.5	Round1-2	kr2std	c0.5	10000	8237	1652	4	107	8261	24	911	911	0	0.8237	0.0911	0.9970947827139571	1.0
salm10000rep18_kr2std_c0.75	Round1-2	kr2std	c0.75	10000	5741	3914	190	155	5743	2	765	765	0	0.5741	0.0765	0.9996517499564688	1.0
salm10000rep18_kr2std_c1	Round1-2	kr2std	c1	10000	789	4343	4706	162	789	0	185	185	0	0.0789	0.0185	1.0	1.0
salm100rep4_kr2std_c0	Round1-2	kr2std	c0	100	100	0	0	0	5897	5797	40	9	31	1.0	0.09	0.016957775139901644	0.225
salm100rep4_kr2std_c0.25	Round1-2	kr2std	c0.25	100	94	5	0	1	264	170	9	9	0	0.94	0.09	0.3560606060606061	1.0
salm100rep4_kr2std_c0.5	Round1-2	kr2std	c0.5	100	82	16	0	2	115	33	8	8	0	0.82	0.08	0.7130434782608696	1.0
salm100rep4_kr2std_c0.75	Round1-2	kr2std	c0.75	100	58	40	0	2	60	2	8	8	0	0.58	0.08	0.9666666666666667	1.0
salm100rep4_kr2std_c1	Round1-2	kr2std	c1	100	7	40	51	2	7	0	2	2	0	0.07	0.02	1.0	1.0
salm100000rep13_kr2std_c0	Round1-2	kr2std	c0	100000	98841	946	0	213	104529	5688	9449	9409	40	0.98841	0.09409	0.9455844789484258	0.9957667478040004
salm100000rep13_kr2std_c0.25	Round1-2	kr2std	c0.25	100000	93199	6194	2	605	93357	158	9302	9302	0	0.93199	0.09302	0.9983075720085264	1.0
salm100000rep13_kr2std_c0.5	Round1-2	kr2std	c0.5	100000	82409	16534	30	1027	82433	24	8953	8953	0	0.82409	0.08953	0.999708854463625	1.0
salm100000rep13_kr2std_c0.75	Round1-2	kr2std	c0.75	100000	56477	40046	2023	1454	56481	4	7564	7564	0	0.56477	0.07564	0.9999291797241551	1.0
salm100000rep13_kr2std_c1	Round1-2	kr2std	c1	100000	7954	43005	47251	1790	7954	0	1895	1895	0	0.07954	0.01895	1.0	1.0
salm100rep20_kr2std_c0	Round1-2	kr2std	c0	100	98	2	0	0	5845	5747	50	10	40	0.98	0.1	0.016766467065868262	0.2
salm100rep20_kr2std_c0.25	Round1-2	kr2std	c0.25	100	91	7	0	2	247	156	10	10	0	0.91	0.1	0.3684210526315789	1.0
salm100rep20_kr2std_c0.5	Round1-2	kr2std	c0.5	100	78	19	0	3	114	36	10	10	0	0.78	0.1	0.6842105263157895	1.0
salm100rep20_kr2std_c0.75	Round1-2	kr2std	c0.75	100	51	46	0	3	54	3	8	8	0	0.51	0.08	0.9444444444444444	1.0
salm100rep20_kr2std_c1	Round1-2	kr2std	c1	100	5	52	40	3	5	0	3	3	0	0.05	0.03	1.0	1.0
salm10000rep14_kr2std_c0	Round1-2	kr2std	c0	10000	9880	105	0	15	15677	5797	950	907	43	0.988	0.0907	0.6302226191235568	0.9547368421052631
salm10000rep14_kr2std_c0.25	Round1-2	kr2std	c0.25	10000	9380	565	0	55	9529	149	903	903	0	0.938	0.0903	0.9843635218805751	1.0
salm10000rep14_kr2std_c0.5	Round1-2	kr2std	c0.5	10000	8296	1608	1	95	8332	36	874	874	0	0.8296	0.0874	0.9956793086893903	1.0
salm10000rep14_kr2std_c0.75	Round1-2	kr2std	c0.75	10000	5671	4006	193	130	5673	2	744	744	0	0.5671	0.0744	0.9996474528468182	1.0
salm10000rep14_kr2std_c1	Round1-2	kr2std	c1	10000	792	4297	4761	150	792	0	191	191	0	0.0792	0.0191	1.0	1.0
salm100rep7_kr2std_c0	Round1-2	kr2std	c0	100	98	1	0	1	5957	5859	33	2	31	0.98	0.02	0.01645123384253819	0.06060606060606061
salm100rep7_kr2std_c0.25	Round1-2	kr2std	c0.25	100	92	8	0	0	235	143	2	2	0	0.92	0.02	0.39148936170212767	1.0
salm100rep7_kr2std_c0.5	Round1-2	kr2std	c0.5	100	84	16	0	0	113	29	2	2	0	0.84	0.02	0.7433628318584071	1.0
salm100rep7_kr2std_c0.75	Round1-2	kr2std	c0.75	100	59	40	1	0	64	5	2	2	0	0.59	0.02	0.921875	1.0
salm100rep7_kr2std_c1	Round1-2	kr2std	c1	100	6	48	45	1	6	0	0	0	0	0.06	0.0	1.0	0.0
salm100000rep3_kr2std_c0	Round1-2	kr2std	c0	100000	98836	934	0	230	104678	5842	9476	9436	40	0.98836	0.09436	0.9441907564149105	0.9957788096243141
salm100000rep3_kr2std_c0.25	Round1-2	kr2std	c0.25	100000	93319	6048	3	630	93485	166	9322	9322	0	0.93319	0.09322	0.9982243140610794	1.0
salm100000rep3_kr2std_c0.5	Round1-2	kr2std	c0.5	100000	82491	16468	25	1016	82522	31	8969	8969	0	0.82491	0.08969	0.9996243425995492	1.0
salm100000rep3_kr2std_c0.75	Round1-2	kr2std	c0.75	100000	56368	40171	2048	1413	56370	2	7519	7519	0	0.56368	0.07519	0.9999645201348235	1.0
salm100000rep3_kr2std_c1	Round1-2	kr2std	c1	100000	7870	43138	47235	1757	7870	0	1868	1868	0	0.0787	0.01868	1.0	1.0
salm100rep8_kr2std_c0	Round1-2	kr2std	c0	100	100	0	0	0	5901	5801	54	16	38	1.0	0.16	0.01694628029147602	0.2962962962962963
salm100rep8_kr2std_c0.25	Round1-2	kr2std	c0.25	100	92	7	0	1	257	165	14	14	0	0.92	0.14	0.35797665369649806	1.0
salm100rep8_kr2std_c0.5	Round1-2	kr2std	c0.5	100	78	20	0	2	111	33	12	12	0	0.78	0.12	0.7027027027027027	1.0
salm100rep8_kr2std_c0.75	Round1-2	kr2std	c0.75	100	55	41	1	3	58	3	10	10	0	0.55	0.1	0.9482758620689655	1.0
salm100rep8_kr2std_c1	Round1-2	kr2std	c1	100	5	49	41	5	5	0	2	2	0	0.05	0.02	1.0	1.0
salm100000rep10_kr2std_c0	Round1-2	kr2std	c0	100000	98907	882	0	211	104606	5699	9596	9556	40	0.98907	0.09556	0.9455193774735675	0.995831596498541
salm100000rep10_kr2std_c0.25	Round1-2	kr2std	c0.25	100000	93433	6000	2	565	93601	168	9423	9423	0	0.93433	0.09423	0.998205147380904	1.0
salm100000rep10_kr2std_c0.5	Round1-2	kr2std	c0.5	100000	82488	16515	36	961	82520	32	9077	9077	0	0.82488	0.09077	0.9996122152205525	1.0
salm100000rep10_kr2std_c0.75	Round1-2	kr2std	c0.75	100000	56500	40063	2066	1371	56503	3	7612	7612	0	0.565	0.07612	0.9999469054740456	1.0
salm100000rep10_kr2std_c1	Round1-2	kr2std	c1	100000	7832	42941	47483	1744	7832	0	1896	1896	0	0.07832	0.01896	1.0	1.0
salm100000rep20_kr2std_c0	Round1-2	kr2std	c0	100000	98828	931	0	241	104577	5749	9602	9563	39	0.98828	0.09563	0.9450261529781884	0.9959383461778796
salm100000rep20_kr2std_c0.25	Round1-2	kr2std	c0.25	100000	93357	6044	1	598	93537	180	9470	9470	0	0.93357	0.0947	0.9980756278264217	1.0
salm100000rep20_kr2std_c0.5	Round1-2	kr2std	c0.5	100000	82646	16361	32	961	82674	28	9097	9097	0	0.82646	0.09097	0.9996613203667417	1.0
salm100000rep20_kr2std_c0.75	Round1-2	kr2std	c0.75	100000	56603	39968	2073	1356	56606	3	7679	7679	0	0.56603	0.07679	0.9999470020845846	1.0
salm100000rep20_kr2std_c1	Round1-2	kr2std	c1	100000	7890	43352	47063	1695	7890	0	1918	1918	0	0.0789	0.01918	1.0	1.0
salm100rep13_kr2std_c0	Round1-2	kr2std	c0	100	98	2	0	0	6019	5921	48	11	37	0.98	0.11	0.01628177438112643	0.22916666666666666
salm100rep13_kr2std_c0.25	Round1-2	kr2std	c0.25	100	89	9	0	2	250	161	11	11	0	0.89	0.11	0.356	1.0
salm100rep13_kr2std_c0.5	Round1-2	kr2std	c0.5	100	86	11	0	3	115	29	11	11	0	0.86	0.11	0.7478260869565218	1.0
salm100rep13_kr2std_c0.75	Round1-2	kr2std	c0.75	100	59	36	0	5	63	4	11	11	0	0.59	0.11	0.9365079365079365	1.0
salm100rep13_kr2std_c1	Round1-2	kr2std	c1	100	14	33	49	4	14	0	2	2	0	0.14	0.02	1.0	1.0
salm100rep5_kr2std_c0	Round1-2	kr2std	c0	100	98	2	0	0	5889	5791	46	10	36	0.98	0.1	0.01664119544914247	0.21739130434782608
salm100rep5_kr2std_c0.25	Round1-2	kr2std	c0.25	100	92	8	0	0	246	154	9	9	0	0.92	0.09	0.37398373983739835	1.0
salm100rep5_kr2std_c0.5	Round1-2	kr2std	c0.5	100	78	22	0	0	110	32	8	8	0	0.78	0.08	0.7090909090909091	1.0
salm100rep5_kr2std_c0.75	Round1-2	kr2std	c0.75	100	53	45	2	0	58	5	8	8	0	0.53	0.08	0.9137931034482759	1.0
salm100rep5_kr2std_c1	Round1-2	kr2std	c1	100	7	39	53	1	7	0	0	0	0	0.07	0.0	1.0	0.0
salm100000rep1_kr2std_c0	Round1-2	kr2std	c0	100000	98866	894	0	240	104466	5600	9561	9537	24	0.98866	0.09537	0.946394042080677	0.9974898023219329
salm100000rep1_kr2std_c0.25	Round1-2	kr2std	c0.25	100000	93445	5941	1	613	93619	174	9422	9422	0	0.93445	0.09422	0.9981414029203474	1.0
salm100000rep1_kr2std_c0.5	Round1-2	kr2std	c0.5	100000	82652	16336	31	981	82682	30	9076	9076	0	0.82652	0.09076	0.9996371640744055	1.0
salm100000rep1_kr2std_c0.75	Round1-2	kr2std	c0.75	100000	56662	39930	2033	1375	56666	4	7695	7695	0	0.56662	0.07695	0.9999294109342463	1.0
salm100000rep1_kr2std_c1	Round1-2	kr2std	c1	100000	7937	42953	47443	1667	7937	0	1921	1921	0	0.07937	0.01921	1.0	1.0
salm100000rep12_kr2std_c0	Round1-2	kr2std	c0	100000	98801	958	0	241	104463	5662	9549	9505	44	0.98801	0.09505	0.945798991030317	0.9953921876636297
salm100000rep12_kr2std_c0.25	Round1-2	kr2std	c0.25	100000	93342	6044	2	612	93501	159	9407	9407	0	0.93342	0.09407	0.9982994834279847	1.0
salm100000rep12_kr2std_c0.5	Round1-2	kr2std	c0.5	100000	82414	16560	31	995	82448	34	9075	9075	0	0.82414	0.09075	0.9995876188627983	1.0
salm100000rep12_kr2std_c0.75	Round1-2	kr2std	c0.75	100000	56550	39905	2135	1410	56556	6	7656	7656	0	0.5655	0.07656	0.9998939104604286	1.0
salm100000rep12_kr2std_c1	Round1-2	kr2std	c1	100000	7988	42661	47644	1707	7988	0	1923	1923	0	0.07988	0.01923	1.0	1.0
salm10000rep19_kr2std_c0	Round1-2	kr2std	c0	10000	9886	90	0	24	15663	5777	1017	983	34	0.9886	0.0983	0.6311689969992977	0.9665683382497542
salm10000rep19_kr2std_c0.25	Round1-2	kr2std	c0.25	10000	9405	538	1	56	9539	134	974	974	0	0.9405	0.0974	0.9859524059125695	1.0
salm10000rep19_kr2std_c0.5	Round1-2	kr2std	c0.5	10000	8311	1590	4	95	8345	34	937	937	0	0.8311	0.0937	0.9959257040143799	1.0
salm10000rep19_kr2std_c0.75	Round1-2	kr2std	c0.75	10000	5693	3958	208	141	5698	5	789	789	0	0.5693	0.0789	0.9991224991224992	1.0
salm10000rep19_kr2std_c1	Round1-2	kr2std	c1	10000	789	4334	4718	159	789	0	204	204	0	0.0789	0.0204	1.0	1.0
salm10000rep16_kr2std_c0	Round1-2	kr2std	c0	10000	9873	106	0	21	15633	5760	1016	972	44	0.9873	0.0972	0.6315486470926885	0.9566929133858267
salm10000rep16_kr2std_c0.25	Round1-2	kr2std	c0.25	10000	9360	582	0	58	9512	152	956	956	0	0.936	0.0956	0.9840201850294366	1.0
salm10000rep16_kr2std_c0.5	Round1-2	kr2std	c0.5	10000	8276	1625	4	95	8308	32	912	912	0	0.8276	0.0912	0.9961482908040443	1.0
salm10000rep16_kr2std_c0.75	Round1-2	kr2std	c0.75	10000	5674	3989	207	130	5678	4	747	747	0	0.5674	0.0747	0.9992955265938711	1.0
salm10000rep16_kr2std_c1	Round1-2	kr2std	c1	10000	811	4312	4705	172	811	0	178	178	0	0.0811	0.0178	1.0	1.0
salm100rep11_kr2std_c0	Round1-2	kr2std	c0	100	99	0	0	1	5972	5873	57	16	41	0.99	0.16	0.016577361018084394	0.2807017543859649
salm100rep11_kr2std_c0.25	Round1-2	kr2std	c0.25	100	92	7	0	1	263	171	15	15	0	0.92	0.15	0.34980988593155893	1.0
salm100rep11_kr2std_c0.5	Round1-2	kr2std	c0.5	100	78	20	0	2	110	32	15	15	0	0.78	0.15	0.7090909090909091	1.0
salm100rep11_kr2std_c0.75	Round1-2	kr2std	c0.75	100	53	43	2	2	58	5	12	12	0	0.53	0.12	0.9137931034482759	1.0
salm100rep11_kr2std_c1	Round1-2	kr2std	c1	100	4	40	54	2	4	0	1	1	0	0.04	0.01	1.0	1.0
salm10000rep2_kr2std_c0	Round1-2	kr2std	c0	10000	9895	89	0	16	15734	5839	1024	977	47	0.9895	0.0977	0.6288928435235795	0.9541015625
salm10000rep2_kr2std_c0.25	Round1-2	kr2std	c0.25	10000	9341	601	0	58	9504	163	969	969	0	0.9341	0.0969	0.9828493265993266	1.0
salm10000rep2_kr2std_c0.5	Round1-2	kr2std	c0.5	10000	8261	1633	1	105	8292	31	936	936	0	0.8261	0.0936	0.9962614568258562	1.0
salm10000rep2_kr2std_c0.75	Round1-2	kr2std	c0.75	10000	5652	4003	199	146	5658	6	791	791	0	0.5652	0.0791	0.9989395546129375	1.0
salm10000rep2_kr2std_c1	Round1-2	kr2std	c1	10000	806	4293	4714	187	806	0	212	212	0	0.0806	0.0212	1.0	1.0
salm10000rep20_kr2std_c0	Round1-2	kr2std	c0	10000	9888	95	0	17	15686	5798	1038	998	40	0.9888	0.0998	0.6303710314930512	0.9614643545279383
salm10000rep20_kr2std_c0.25	Round1-2	kr2std	c0.25	10000	9334	613	0	53	9515	181	990	990	0	0.9334	0.099	0.9809774040987914	1.0
salm10000rep20_kr2std_c0.5	Round1-2	kr2std	c0.5	10000	8210	1683	2	105	8244	34	944	944	0	0.821	0.0944	0.9958757884522077	1.0
salm10000rep20_kr2std_c0.75	Round1-2	kr2std	c0.75	10000	5610	4045	204	141	5615	5	811	811	0	0.561	0.0811	0.9991095280498664	1.0
